Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Comment,Source,Trip,Day,Site.code,Pot.number,Day.pull,Pot.type,Pwo,Pwf,Wkw
1.1.CHout2_29,-29.48464167,114.95585,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,29,1,13,,,
1.1.CHout2_13,-29.484225,114.9558083,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,13,1,13,,,1
1.1.CHout2_13,-29.484225,114.9558083,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,13,1,13,,,
1.1.CHout2_9,-29.48392667,114.955965,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,9,1,13,,,
1.1.CHout2_12,-29.50777471,114.968809,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,12,1,13,,,
1.1.CHout2_38,-29.48344833,114.9562267,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,38,1,13,,,2
1.1.CHout2_21,-29.48308167,114.9561183,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,21,1,13,,,
1.1.CHout2_15,-29.48271667,114.956225,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,15,1,13,,,
1.1.CHout2_48,-29.48226,114.9573267,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,48,1,13,,,
1.1.CHout2_20,-29.48172833,114.9571033,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,20,1,13,,,
1.1.CHout2_36,-29.48176,114.9571233,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,36,1,13,X,,
1.1.CHout2_27,-29.48138667,114.95749,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,27,1,13,,,
1.1.CHout2_31,-29.48090167,114.957345,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,31,1,13,,,
1.1.CHout2_39,-29.48032833,114.95694,20190603,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,1,CHout2,39,1,13,,,
1.2.CHout2_39,-29.478915,114.9572033,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,39,1,13,,,
1.2.CHout2_31,-29.479405,114.957175,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,31,1,13,,,1
1.2.CHout2_27,-29.480085,114.95707,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,27,1,13,,,1
1.2.CHout2_36,-29.48051833,114.9569383,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,36,1,13,,,
1.2.CHout2_20,-29.480865,114.9571883,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,20,1,13,,,
1.2.CHout2_48,-29.48110167,114.9573317,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,48,1,13,,,
1.2.CHout2_15,-29.48147,114.9569933,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,Seagrass,Dongara.Millers.Masters,11,2,CHout2,15,1,13,,,
1.2.CHout2_21,-29.48171,114.9569433,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,21,1,13,,,
1.2.CHout2_38,-29.48229167,114.9572217,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,38,1,13,,,
1.2.CHout2_12,-29.48291333,114.9562183,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,12,1,13,,,
1.2.CHout2_9,-29.48349333,114.95627,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,1 Damselfish,Dongara.Millers.Masters,11,2,CHout2,9,1,13,,1,1
1.2.CHout2_13,-29.48412667,114.955885,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,13,,13,,,
1.2.CHout2_29,-29.48425833,114.9557383,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,29,1,13,,,
1.2.CHout2_18,-29.48462333,114.9557867,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,18,1,13,,,
1.2.CHout2_35,-29.48478167,114.955725,20190604,12:00:00,Cliff Head,Fished,Cliff Head North,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,2,CHout2,35,1,13,,,
1.3.LHS39,-29.46713,114.9236417,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,39,1,13,,,
1.3.LHS31,-29.46706,114.9239267,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,31,1,13,,,
1.3.LHS27,-29.46662667,114.9252017,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,27,1,13,,,
1.3.LHS36,-29.46555,114.9252683,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,36,1,13,,,
1.3.LHS20,-29.46077,114.9262067,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,20,1,13,,1,
1.3.LHS48,-29.460405,114.92636,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,48,1,13,,,
1.3.LHS15,-29.45964333,114.9266033,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,15,1,13,,,
1.3.LHS21,-29.45927667,114.92661,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,21,1,13,,,
1.3.LHS38,-29.459515,114.92028,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,1 Crab,Dongara.Millers.Masters,11,3,LHS,38,1,13,,,
1.3.LHS12,-29.46052667,114.9197267,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,12,1,13,,,
1.3.LHS9,-29.460625,114.9198217,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,9,1,13,,,1
1.3.LHS13,-29.46096833,114.9191,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,13,1,13,,,
1.3.LHS29,-29.46129667,114.9186233,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,29,1,13,,,
1.3.LHS18,-29.46195,114.9182383,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,18,1,13,,,
1.3.LHS35,-29.46258667,114.9169167,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,35,1,13,,,1
1.3.LHS49,-29.46314333,114.9176483,20190605,12:00:00,Little HorseshoeS,Fished,Little HorseshoeS,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,LHS,49,1,13,,,
1.3.SR46,-29.459005,114.8685,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,46,1,13,,,
1.3.SR4,-29.458565,114.8684483,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,4,1,13,,,
1.3.SR34,-29.45800667,114.868665,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,34,1,13,,,1
1.3.SR33,-29.45736667,114.86878,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,33,1,13,,,1
1.3.SR45,-29.45548667,114.8699033,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,45,1,13,,,1
1.3.SR45,-29.45548667,114.8699033,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,45,1,13,,,
1.3.SR19,-29.45452167,114.869905,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,19,1,13,,,
1.3.SR16,-29.452845,114.8707383,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,16,1,13,,,
1.3.SR5,-29.45171667,114.8709617,20190605,12:00:00,White Point,Fished,South Rig,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,SR,5,1,13,,,
1.3.WP40,-29.42463,114.89545,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,40,1,13,,,
1.3.WP41,-29.42419,114.8954467,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,41,1,13,,,1
1.3.WP2,-29.42394167,114.8953383,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,2,1,13,,,
1.3.WP11,-29.42377167,114.89539,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,11,1,13,,,
1.3.WP26,-29.42336333,114.8951617,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,26,1,13,,,
1.3.WP28,-29.42287,114.8950083,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,28,1,13,,,
1.3.WP50,-29.42248833,114.8951917,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,50,1,13,,,
1.3.WP23,-29.422215,114.89568,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,23,1,13,x,,
1.3.WP23,-29.422215,114.89568,20190605,12:00:00,White Point,Fished,White Point,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WP,23,1,13,,,
1.3.WL32,-29.38513167,114.8863533,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,32,1,13,,,
1.3.WL44,-29.38471333,114.8861617,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,44,1,13,,,
1.3.WL43,-29.38460167,114.8858683,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,43,1,13,x,,
1.3.WL43,-29.38460167,114.8858683,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,43,1,13,,,
1.3.WL47,-29.38394167,114.88692,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,47,1,13,,,
1.3.WL8,-29.38351833,114.8874033,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,8,1,13,,,
1.3.WL25,-29.38309833,114.8873167,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,25,1,13,,,
1.3.WL30,-29.38346833,114.8878667,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,30,1,13,,,
1.3.WL22,-29.38340333,114.888335,20190605,12:00:00,White Point,Fished,Whites Lump,0,Ash Miller,Yes,Yes,,Dongara.Millers.Masters,11,3,WL,22,1,13,,,
